Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
381,CW-2012-702593,20/12/2012,24/12/2012,Same Day,W-89225,Darrin Van Huff,Consumer,United States,Madison,Wisconsin,53701,East,OL-26697,Office Supplies,Labels,Avery 490 Gold Inkjet Labels,1155.798,3,0.2,425.2661
382,HNC-2013-266744,27/12/2013,31/12/2013,Second Class,NC-81820,Bill Donatelli,Home Office,United States,Charlotte,North Carolina,28201,Central,TA-73225,Technology,Accessories,Logitech G600 MMO Gaming Mouse,1005.0371,7,0.1,221.9874
383,CNY-2011-585394,21/12/2011,27/12/2011,First Class,NY-88128,Rick Hansen,Corporate,United States,New York City,New York,10001,West,OA-52647,Office Supplies,Art,Avery Flip-Chart Easel Binders,1675.665,12,0.5,-478.6992
384,CT-2014-792232,04/11/2014,11/11/2014,Second Class,T-94540,Anna Chung,Corporate,United States,Houston,Texas,77001,East,TA-18058,Technology,Accessories,Logitech G600 MMO Gaming Mouse,1493.0315,14,0.4,-108.3818
385,CI-2013-431976,24/12/2013,27/12/2013,Standard Class,I-99327,Claire Gute,Consumer,United States,Indianapolis,Indiana,46201,South,FC-49286,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,978.0067,10,0.5,-199.8394
386,HG-2011-960622,19/09/2011,26/09/2011,Second Class,G-83404,Irene Maddox,Home Office,United States,Atlanta,Georgia,30301,South,TM-57086,Technology,Machines,Hewlett-Packard LaserJet 3310 Copier,738.9907,6,0,-294.9731
387,HO-2014-245824,28/12/2014,01/01/2015,Same Day,O-72242,Rick Hansen,Home Office,United States,Columbus,Ohio,43201,Central,FF-34671,Furniture,Furnishings,Eldon Fold N Roll Cart System,1018.0515,7,0.1,267.2259
388,CC-2011-188776,24/01/2011,25/01/2011,Standard Class,C-27796,Zuschuss Donatelli,Corporate,United States,Denver,Colorado,80201,West,TP-27985,Technology,Phones,Samsung Galaxy S4,1622.7312,3,0.5,418.5457
389,HT-2013-545405,09/11/2013,13/11/2013,Standard Class,T-34352,Rick Hansen,Home Office,United States,Nashville,Tennessee,37201,South,TP-89242,Technology,Phones,Samsung Galaxy S4,1382.3648,8,0.4,-61.7817
390,CO-2011-248989,19/03/2011,24/03/2011,First Class,O-20494,Mick Brown,Corporate,United States,Columbus,Ohio,43201,East,FT-78997,Furniture,Tables,Chromcraft Bull-Nose Wood Table,1210.754,6,0,218.2611
391,CF-2014-661023,01/11/2014,07/11/2014,Same Day,F-55029,Irene Maddox,Consumer,United States,Fort Lauderdale,Florida,33301,East,OS-11413,Office Supplies,Storage,Stur-D-Stor Shelving,1350.297,10,0.2,287.6661
392,CW-2012-373094,15/08/2012,17/08/2012,First Class,W-83886,Nora Preis,Corporate,United States,Madison,Wisconsin,53701,Central,OS-18050,Office Supplies,Storage,Stur-D-Stor Shelving,93.139,10,0.2,30.4538
393,HT-2012-364294,10/08/2012,14/08/2012,First Class,T-46418,Brosina Hoffman,Home Office,United States,Houston,Texas,77001,East,TP-27372,Technology,Phones,Motorola Smart Phone,210.8629,9,0,95.1931
394,HI-2014-920539,26/04/2014,02/05/2014,Second Class,I-44242,Claire Gute,Home Office,United States,Chicago,Illinois,60601,West,TM-40958,Technology,Machines,Hewlett-Packard LaserJet 3310 Copier,382.0834,8,0.3,155.8292
395,CC-2013-861265,12/10/2013,19/10/2013,Standard Class,C-67695,Nora Preis,Consumer,United States,Los Angeles,California,90001,West,OB-93568,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,2483.996,13,0.4,-402.5379
396,HG-2011-345011,18/04/2011,20/04/2011,First Class,G-79798,Brosina Hoffman,Home Office,United States,Atlanta,Georgia,30301,East,FC-59781,Furniture,Chairs,Harbour Creations Steel Folding Chair,1162.7172,8,0.2,88.6761
397,HI-2012-143010,14/08/2012,21/08/2012,Same Day,I-99505,Zuschuss Donatelli,Home Office,United States,Chicago,Illinois,60601,East,TP-22761,Technology,Phones,Samsung Galaxy S4,1124.8075,11,0.3,631.8749
398,CT-2011-869983,21/07/2011,24/07/2011,First Class,T-41692,Mick Brown,Corporate,United States,Nashville,Tennessee,37201,Central,TM-98065,Technology,Machines,Hewlett-Packard LaserJet 3310 Copier,1637.5865,7,0.5,611.0671
399,CM-2011-330074,20/05/2011,21/05/2011,Second Class,M-56073,Maria Etezadi,Corporate,United States,Detroit,Michigan,48201,East,TC-47132,Technology,Copiers,Xerox WorkCentre,1031.0657,9,0,294.3688
400,CK-2014-693566,21/12/2014,22/12/2014,Standard Class,K-94922,Irene Maddox,Consumer,United States,Henderson,Kentucky,42420,East,OE-34217,Office Supplies,Envelopes,Poly String Tie Envelopes,220.534,10,0,-5.302
401,HP-2012-390756,20/07/2012,27/07/2012,Second Class,P-19698,Mark Lewis,Home Office,United States,Philadelphia,Pennsylvania,19101,South,FC-18177,Furniture,Chairs,Global Push Button Managers Chair,1070.3236,11,0.3,-152.696
402,CC-2011-213697,23/05/2011,27/05/2011,Standard Class,C-74494,Eric Hoffmann,Corporate,United States,Los Angeles,California,90001,South,OP-28857,Office Supplies,Paper,Hammermill CopyPlus Copy Paper,2448.6578,4,0.4,-542.5193
403,CT-2011-621877,13/03/2011,14/03/2011,First Class,T-12459,Harold Pawlan,Corporate,United States,Nashville,Tennessee,37201,East,TP-29510,Technology,Phones,Apple iPhone 6S,180.6788,12,0.2,68.1588
404,CA-2014-985049,22/03/2014,23/03/2014,First Class,A-62941,Mick Brown,Consumer,United States,Phoenix,Arizona,85001,South,TA-19188,Technology,Accessories,Plantronics CS510 Wireless Headset,1290.8806,13,0.5,100.8687
405,CA-2014-184365,28/10/2014,31/10/2014,First Class,A-54572,Sandra Clark,Consumer,United States,Phoenix,Arizona,85001,Central,TC-70245,Technology,Copiers,Canon PC940 Copier,1004.5339,11,0,-34.8017
406,CM-2014-559259,26/11/2014,30/11/2014,Standard Class,M-92941,Sean O'Donnell,Corporate,United States,Minneapolis,Minnesota,55401,Central,OE-34833,Office Supplies,Envelopes,Poly String Tie Envelopes,2241.6694,11,0.3,193.9123
407,CK-2014-138842,12/01/2014,18/01/2014,Same Day,K-12151,Elpida Rittenbach,Corporate,United States,Henderson,Kentucky,42420,East,FB-54470,Furniture,Bookcases,Bush Somerset Collection Bookcase,772.7885,9,0.5,437.842
408,CC-2014-871185,20/10/2014,27/10/2014,Standard Class,C-14833,Sanjit Chand,Consumer,United States,Los Angeles,California,90001,South,FF-28558,Furniture,Furnishings,Howard Miller 12 Height Clock,2186.2672,3,0.1,1147.3876
409,CT-2011-975930,19/12/2011,25/12/2011,Standard Class,T-32372,Sean O'Donnell,Consumer,United States,Nashville,Tennessee,37201,East,OA-87469,Office Supplies,Appliances,Holmes Replacement Filter,129.6452,5,0,7.2841
410,CW-2012-703945,21/11/2012,28/11/2012,Standard Class,W-99664,Katherine Murray,Consumer,United States,Madison,Wisconsin,53701,South,FB-81550,Furniture,Bookcases,Bush Somerset Collection Bookcase,2090.5604,12,0.4,-158.3914
411,CC-2012-355479,14/07/2012,16/07/2012,Second Class,C-67496,Maria Etezadi,Corporate,United States,Los Angeles,California,90001,East,FF-86282,Furniture,Furnishings,Eldon Fold N Roll Cart System,1895.0875,3,0.3,290.7211
412,CT-2011-825990,15/06/2011,16/06/2011,Second Class,T-72391,Jim Mitchum,Consumer,United States,Nashville,Tennessee,37201,South,FC-26632,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,23.0239,2,0.2,0.3735
413,CI-2014-757658,04/06/2014,10/06/2014,Standard Class,I-21537,Emily Burns,Corporate,United States,Chicago,Illinois,60601,West,FC-49478,Furniture,Chairs,Harbour Creations Steel Folding Chair,98.8649,3,0.5,20.9643
414,CM-2014-791354,21/06/2014,24/06/2014,Second Class,M-92111,Elpida Rittenbach,Consumer,United States,Minneapolis,Minnesota,55401,East,OP-37277,Office Supplies,Paper,Xerox 1967,2157.514,9,0.1,138.5469
415,HNC-2011-319770,28/12/2011,30/12/2011,Same Day,NC-47363,Zuschuss Donatelli,Home Office,United States,Charlotte,North Carolina,28201,South,OA-66973,Office Supplies,Appliances,Belkin F5C206VTEL 6 Outlet,1677.0059,1,0,410.6331
416,CV-2011-856445,20/11/2011,27/11/2011,Second Class,V-40841,Sean O'Donnell,Consumer,United States,Richmond,Virginia,23218,West,OL-68303,Office Supplies,Labels,Xerox Labels,77.5177,9,0,-25.5142
417,CNY-2012-177101,11/04/2012,12/04/2012,Second Class,NY-38922,Bill Donatelli,Consumer,United States,New York City,New York,10001,Central,TM-71733,Technology,Machines,Hewlett-Packard LaserJet 3310 Copier,596.6103,7,0.1,-14.5976
418,CC-2013-312033,04/03/2013,07/03/2013,Same Day,C-45349,Zuschuss Donatelli,Consumer,United States,Denver,Colorado,80201,West,TP-54025,Technology,Phones,Apple iPhone 6S,345.3295,12,0.1,80.1237
419,CI-2013-732958,11/08/2013,15/08/2013,Standard Class,I-48687,Brosina Hoffman,Corporate,United States,Indianapolis,Indiana,46201,East,FB-30550,Furniture,Bookcases,O'Sullivan Plantations Bookcase,1048.4685,13,0.3,-188.8779
420,CM-2012-871939,19/03/2012,24/03/2012,Same Day,M-66113,Katherine Murray,Consumer,United States,Minneapolis,Minnesota,55401,South,TC-42329,Technology,Copiers,Xerox WorkCentre,1186.355,8,0.2,-457.3353
421,HI-2013-602550,05/05/2013,06/05/2013,Standard Class,I-61684,Katherine Murray,Home Office,United States,Indianapolis,Indiana,46201,East,FF-22844,Furniture,Furnishings,Deflect-o Stackable Chair Mat,104.9464,8,0,2.6969
422,HF-2011-419644,29/09/2011,02/10/2011,Same Day,F-97691,Claire Gute,Home Office,United States,Fort Lauderdale,Florida,33301,West,OS-31207,Office Supplies,Storage,Eldon Jumbo ProFile Portable Mobile Manager,742.9971,11,0,-285.3628
423,CI-2014-101429,11/12/2014,15/12/2014,Same Day,I-93021,Darrin Van Huff,Corporate,United States,Indianapolis,Indiana,46201,West,TP-92222,Technology,Phones,Motorola Smart Phone,466.4396,14,0.3,105.7936
424,CM-2014-750594,30/11/2014,05/12/2014,Same Day,M-20611,Sean O'Donnell,Corporate,United States,Detroit,Michigan,48201,Central,FT-54000,Furniture,Tables,Chromcraft Bull-Nose Wood Table,1358.3756,13,0.1,526.6311
425,CG-2013-687997,11/08/2013,16/08/2013,Same Day,G-18782,Brosina Hoffman,Consumer,United States,Atlanta,Georgia,30301,Central,TA-36832,Technology,Accessories,Kensington 6170 Trackball,106.9815,6,0,26.5499
426,HM-2012-490923,06/04/2012,09/04/2012,Same Day,M-18305,Pete Kriz,Home Office,United States,Minneapolis,Minnesota,55401,West,FF-55249,Furniture,Furnishings,Eldon Fold N Roll Cart System,885.0156,5,0.4,-108.7283
427,CM-2014-191549,25/06/2014,28/06/2014,First Class,M-70014,Pete Kriz,Corporate,United States,St. Louis,Missouri,63101,South,OS-20508,Office Supplies,Storage,Stur-D-Stor Shelving,2000.7601,12,0,-423.4537
428,CF-2014-123792,28/11/2014,30/11/2014,First Class,F-92218,Harold Pawlan,Consumer,United States,Fort Lauderdale,Florida,33301,East,OB-48426,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,1243.3402,14,0.1,150.0558
429,CW-2012-775987,20/08/2012,22/08/2012,Same Day,W-78107,Carlos Soltero,Corporate,United States,Madison,Wisconsin,53701,East,OS-54024,Office Supplies,Supplies,Fiskars Adult Kids Pointed Scissors,162.059,14,0.1,70.4872
430,HM-2012-337798,14/09/2012,19/09/2012,Same Day,M-44079,Peter Fuller,Home Office,United States,Detroit,Michigan,48201,South,OL-73470,Office Supplies,Labels,Xerox Labels,334.2259,13,0.2,-76.2914
431,CW-2014-933048,20/06/2014,22/06/2014,Same Day,W-97340,Carlos Soltero,Corporate,United States,Seattle,Washington,98101,West,OF-30117,Office Supplies,Fasteners,Staple-based push pins,1780.9714,5,0,1020.8637
432,HC-2012-255130,17/06/2012,20/06/2012,Standard Class,C-55068,Bill Donatelli,Home Office,United States,Los Angeles,California,90001,South,FC-58878,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,465.319,9,0,123.567
433,CM-2013-632056,19/10/2013,26/10/2013,Second Class,M-81584,Anna Chung,Consumer,United States,Minneapolis,Minnesota,55401,South,OS-53421,Office Supplies,Supplies,Fiskars Adult Kids Pointed Scissors,367.7328,8,0.3,-89.7072
434,HP-2014-423047,12/11/2014,13/11/2014,Same Day,P-25319,Zuschuss Donatelli,Home Office,United States,Philadelphia,Pennsylvania,19101,Central,TM-13250,Technology,Machines,Hewlett-Packard LaserJet 3310 Copier,1830.4431,1,0,508.8784
435,CG-2014-664566,09/04/2014,14/04/2014,Second Class,G-20956,Irene Maddox,Corporate,United States,Atlanta,Georgia,30301,West,OE-68387,Office Supplies,Envelopes,Columbian Poly String Tie Envelopes,559.2489,13,0.2,-114.2458
436,CA-2014-112782,27/09/2014,30/09/2014,First Class,A-58867,Justin Ritter,Corporate,United States,Phoenix,Arizona,85001,East,TA-47309,Technology,Accessories,Kensington 6170 Trackball,996.9072,12,0.4,-30.2761
437,CV-2013-246347,25/06/2013,28/06/2013,Same Day,V-64289,Irene Maddox,Consumer,United States,Richmond,Virginia,23218,South,OL-86962,Office Supplies,Labels,Avery 490 Gold Inkjet Labels,413.6569,12,0.4,135.9299
438,CNY-2014-534649,24/04/2014,01/05/2014,First Class,NY-45825,Anna Chung,Corporate,United States,New York City,New York,10001,East,TA-32923,Technology,Accessories,Plantronics CS510 Wireless Headset,942.5522,1,0.4,225.0871
439,CI-2012-618101,15/08/2012,20/08/2012,Standard Class,I-49834,Alejandro Grove,Consumer,United States,Indianapolis,Indiana,46201,South,TP-83306,Technology,Phones,Motorola Smart Phone,1229.0111,14,0.2,534.11
440,CK-2014-821255,04/08/2014,11/08/2014,First Class,K-74472,Claire Gute,Consumer,United States,Henderson,Kentucky,42420,Central,TP-94513,Technology,Phones,Apple iPhone 6S,1593.2193,2,0.2,27.3345
441,CI-2014-491330,04/03/2014,08/03/2014,First Class,I-25674,Peter Fuller,Consumer,United States,Chicago,Illinois,60601,South,FB-77177,Furniture,Bookcases,Bush Somerset Collection Bookcase,2171.5231,11,0.5,1247.0161
442,CT-2014-473276,20/11/2014,22/11/2014,First Class,T-93394,Brosina Hoffman,Consumer,United States,Houston,Texas,77001,South,TA-16385,Technology,Accessories,Logitech G600 MMO Gaming Mouse,896.6767,1,0.2,-34.8238
443,HF-2014-938732,11/05/2014,18/05/2014,Standard Class,F-99780,Justin Ritter,Home Office,United States,Fort Lauderdale,Florida,33301,East,OF-49462,Office Supplies,Fasteners,OIC Push Pins,422.0041,6,0.3,180.1206
444,CM-2013-207392,27/11/2013,30/11/2013,Second Class,M-31368,Carlos Soltero,Consumer,United States,Minneapolis,Minnesota,55401,West,OL-38557,Office Supplies,Labels,Avery Color Coding Labels,935.6704,8,0.4,-55.8473
445,CM-2011-245766,27/08/2011,03/09/2011,Same Day,M-57522,Pete Kriz,Corporate,United States,Minneapolis,Minnesota,55401,East,FC-67925,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,332.4242,1,0.5,-17.2163
446,HP-2011-236543,21/09/2011,28/09/2011,Second Class,P-37504,Darrin Van Huff,Home Office,United States,Philadelphia,Pennsylvania,19101,West,TM-20302,Technology,Machines,Cisco TelePresence System EX90,1737.1394,12,0.1,-160.8099
447,CK-2011-145383,09/08/2011,10/08/2011,Second Class,K-43162,Sandra Clark,Corporate,United States,Henderson,Kentucky,42420,West,OA-18683,Office Supplies,Art,Sanford Art Markers,1983.6727,9,0,137.0368
448,HNC-2014-469311,05/10/2014,08/10/2014,Standard Class,NC-55591,Craig Reiter,Home Office,United States,Charlotte,North Carolina,28201,West,OA-31044,Office Supplies,Appliances,Belkin F5C206VTEL 6 Outlet,78.0015,3,0.2,42.8066
449,CI-2012-324411,28/01/2012,31/01/2012,Second Class,I-22934,Andrew Allen,Consumer,United States,Indianapolis,Indiana,46201,West,TC-76085,Technology,Copiers,Xerox WorkCentre,433.5748,13,0,248.6898
450,CI-2012-229620,27/12/2012,31/12/2012,Second Class,I-51193,Maria Etezadi,Corporate,United States,Indianapolis,Indiana,46201,West,TP-71066,Technology,Phones,Samsung Galaxy S4,1063.1092,9,0.1,8.0562
451,HG-2012-820420,02/11/2012,06/11/2012,Second Class,G-50895,Chloris Kastensmidt,Home Office,United States,Atlanta,Georgia,30301,East,FC-68190,Furniture,Chairs,Global Push Button Managers Chair,293.7279,5,0.5,58.86
452,CC-2012-790537,03/01/2012,04/01/2012,Same Day,C-78506,Justin Ritter,Consumer,United States,Denver,Colorado,80201,Central,FT-98672,Furniture,Tables,Bevis Steel Folding Table,2496.8147,8,0,-9.064
453,HA-2011-228725,13/05/2011,16/05/2011,Second Class,A-62990,Sanjit Chand,Home Office,United States,Phoenix,Arizona,85001,West,FB-40522,Furniture,Bookcases,Bush Somerset Collection Bookcase,2438.1427,6,0.1,475.3423
454,HI-2013-905305,01/09/2013,07/09/2013,Same Day,I-29316,Mick Brown,Home Office,United States,Indianapolis,Indiana,46201,Central,OS-69589,Office Supplies,Storage,Carina Double Wide Media Storage,1509.8978,7,0.5,168.2245
455,CW-2011-501219,23/07/2011,29/07/2011,Standard Class,W-33474,Peter Fuller,Consumer,United States,Madison,Wisconsin,53701,East,FB-89244,Furniture,Bookcases,Sauder Classic Bookcase,136.8668,2,0.5,38.0637
456,CP-2012-673172,18/02/2012,21/02/2012,Same Day,P-80848,Harold Pawlan,Consumer,United States,Philadelphia,Pennsylvania,19101,South,TM-12316,Technology,Machines,Cisco TelePresence System EX90,1656.9226,8,0.2,236.0089
457,CA-2013-615353,30/07/2013,31/07/2013,Same Day,A-31514,Emily Burns,Corporate,United States,Phoenix,Arizona,85001,South,FT-66450,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,86.9852,9,0.2,42.1617
458,CA-2013-719755,01/09/2013,06/09/2013,Same Day,A-74840,Peter Fuller,Consumer,United States,Phoenix,Arizona,85001,South,FF-59518,Furniture,Furnishings,Howard Miller 12 Height Clock,2136.6069,9,0,-18.4073
459,CM-2013-457833,20/01/2013,23/01/2013,Second Class,M-91940,Brosina Hoffman,Consumer,United States,Detroit,Michigan,48201,West,TM-59882,Technology,Machines,Hewlett-Packard LaserJet 3310 Copier,2024.8358,10,0,739.4579
460,CG-2012-419723,22/05/2012,24/05/2012,Second Class,G-18585,Patrick Jones,Corporate,United States,Atlanta,Georgia,30301,West,FT-25003,Furniture,Tables,Bevis Steel Folding Table,1621.9666,10,0,827.8339
461,CM-2014-123316,09/03/2014,14/03/2014,Same Day,M-87068,Bill Donatelli,Consumer,United States,Minneapolis,Minnesota,55401,South,OB-51486,Office Supplies,Binders,Cardinal Slant-D Ring Binder,2254.0176,5,0,667.0956
462,CI-2012-480983,19/11/2012,23/11/2012,Second Class,I-49258,Harold Pawlan,Corporate,United States,Indianapolis,Indiana,46201,West,OP-67146,Office Supplies,Paper,Hammermill CopyPlus Copy Paper,1259.4075,13,0.3,-293.9114
463,CF-2012-199335,31/08/2012,05/09/2012,First Class,F-85784,Craig Reiter,Corporate,United States,Fort Lauderdale,Florida,33301,East,FT-87576,Furniture,Tables,Chromcraft Bull-Nose Wood Table,1008.0582,4,0,320.267
464,CI-2011-428574,07/06/2011,13/06/2011,Standard Class,I-80772,Sandra Clark,Corporate,United States,Indianapolis,Indiana,46201,Central,OF-36224,Office Supplies,Fasteners,Staple-based push pins,2060.2287,9,0.2,67.8031
465,HT-2014-380951,09/07/2014,15/07/2014,Standard Class,T-71249,Mark Lewis,Home Office,United States,Nashville,Tennessee,37201,East,OP-93614,Office Supplies,Paper,Hammermill CopyPlus Copy Paper,1292.9792,3,0.5,-241.8481
466,CC-2012-434132,07/05/2012,09/05/2012,Same Day,C-63773,Justin Ritter,Corporate,United States,Los Angeles,California,90001,West,TP-18444,Technology,Phones,Motorola Smart Phone,1867.3516,13,0.2,829.3319
467,HI-2014-357516,07/11/2014,12/11/2014,Standard Class,I-13631,Chloris Kastensmidt,Home Office,United States,Chicago,Illinois,60601,Central,TC-50703,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,594.1439,4,0,-148.5584
468,HC-2011-775591,23/11/2011,26/11/2011,Second Class,C-33066,Rick Hansen,Home Office,United States,Denver,Colorado,80201,West,OS-15535,Office Supplies,Storage,Stur-D-Stor Shelving,345.3944,5,0.2,89.3434
469,CC-2013-347507,13/04/2013,16/04/2013,First Class,C-28423,Irene Maddox,Corporate,United States,Los Angeles,California,90001,East,TP-24671,Technology,Phones,Apple iPhone 6S,1680.8218,2,0.4,912.9588
470,CI-2014-944986,13/05/2014,14/05/2014,Second Class,I-61111,Eric Hoffmann,Corporate,United States,Indianapolis,Indiana,46201,West,TA-40924,Technology,Accessories,Kensington 6170 Trackball,1934.1113,6,0.3,836.1824
471,CNC-2013-431863,16/04/2013,19/04/2013,First Class,NC-24806,Maria Etezadi,Consumer,United States,Charlotte,North Carolina,28201,South,OE-81531,Office Supplies,Envelopes,Poly String Tie Envelopes,2157.9353,1,0.5,288.0196
472,CO-2013-937750,23/01/2013,30/01/2013,First Class,O-96798,Mick Brown,Consumer,United States,Columbus,Ohio,43201,South,OS-17166,Office Supplies,Storage,Stur-D-Stor Shelving,773.8876,11,0,341.6505
473,CM-2013-367946,31/12/2013,07/01/2014,First Class,M-61508,Jim Mitchum,Corporate,United States,Minneapolis,Minnesota,55401,East,TC-49438,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,594.7728,8,0.4,-233.2306
474,CNY-2011-982023,11/03/2011,14/03/2011,First Class,NY-64127,Ken Black,Corporate,United States,New York City,New York,10001,South,FC-53610,Furniture,Chairs,Global Push Button Managers Chair,2166.7792,14,0.5,154.0391
475,HT-2013-898989,11/05/2013,16/05/2013,Second Class,T-13584,Eric Hoffmann,Home Office,United States,Houston,Texas,77001,Central,TP-16828,Technology,Phones,Apple iPhone 6S,1824.4328,9,0.3,97.1725
476,CV-2014-848226,10/07/2014,13/07/2014,Same Day,V-77681,Alejandro Grove,Consumer,United States,Richmond,Virginia,23218,West,TC-95089,Technology,Copiers,Xerox WorkCentre,787.7359,2,0,-190.772
477,HV-2011-485456,22/12/2011,28/12/2011,Standard Class,V-64328,Sandra Clark,Home Office,United States,Richmond,Virginia,23218,Central,FT-33840,Furniture,Tables,Bevis Steel Folding Table,1484.5859,6,0.2,-298.901
478,CO-2013-549737,05/08/2013,07/08/2013,Standard Class,O-91003,Darrin Van Huff,Consumer,United States,Columbus,Ohio,43201,East,OP-88694,Office Supplies,Paper,Avery Colored Bar Computer Paper,658.149,14,0,-230.495
479,HG-2013-299800,12/12/2013,16/12/2013,Second Class,G-36626,Ken Black,Home Office,United States,Atlanta,Georgia,30301,East,OB-44891,Office Supplies,Binders,Cardinal Slant-D Ring Binder,1934.5315,8,0.5,-544.5467
480,CW-2014-346924,18/10/2014,20/10/2014,Standard Class,W-44314,Rick Hansen,Consumer,United States,Seattle,Washington,98101,Central,OS-90960,Office Supplies,Storage,Carina Double Wide Media Storage,1048.7358,7,0,-389.3189
481,CI-2011-842866,30/09/2011,07/10/2011,Second Class,I-60265,Mark Lewis,Consumer,United States,Indianapolis,Indiana,46201,South,OE-65481,Office Supplies,Envelopes,Columbian Poly String Tie Envelopes,811.4987,12,0.4,232.7804
482,CNC-2013-749758,22/08/2013,25/08/2013,First Class,NC-76131,Brosina Hoffman,Consumer,United States,Charlotte,North Carolina,28201,West,TM-59930,Technology,Machines,Cisco TelePresence System EX90,2491.8649,11,0,-983.3871
483,HG-2012-844756,17/06/2012,19/06/2012,Second Class,G-51591,Alejandro Grove,Home Office,United States,Atlanta,Georgia,30301,West,OP-79523,Office Supplies,Paper,Avery Colored Bar Computer Paper,1261.8481,6,0.5,-338.2768
484,CNC-2012-742705,29/07/2012,04/08/2012,Standard Class,NC-44500,Bill Donatelli,Consumer,United States,Charlotte,North Carolina,28201,South,OB-44571,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,904.6776,7,0.2,454.8653
485,HT-2014-157217,12/02/2014,19/02/2014,Same Day,T-29480,Bill Donatelli,Home Office,United States,Houston,Texas,77001,West,TM-40128,Technology,Machines,Hewlett-Packard LaserJet 3310 Copier,2307.5177,11,0.5,-800.1959
486,HI-2011-986925,26/08/2011,30/08/2011,Same Day,I-24744,Ken Black,Home Office,United States,Chicago,Illinois,60601,South,FB-29405,Furniture,Bookcases,Sauder Classic Bookcase,106.7753,6,0.5,6.1673
487,CNY-2014-289340,27/02/2014,05/03/2014,Standard Class,NY-84814,Chloris Kastensmidt,Consumer,United States,New York City,New York,10001,Central,FF-64580,Furniture,Furnishings,Eldon Fold N Roll Cart System,1466.2651,10,0,184.772
488,CNC-2013-582589,18/03/2013,21/03/2013,First Class,NC-20625,Nora Preis,Consumer,United States,Charlotte,North Carolina,28201,East,FC-96447,Furniture,Chairs,Global Push Button Managers Chair,1477.8946,2,0.3,-363.8939
489,CI-2012-940494,27/10/2012,02/11/2012,Second Class,I-16380,Claire Gute,Corporate,United States,Chicago,Illinois,60601,South,OS-94363,Office Supplies,Storage,Stur-D-Stor Shelving,2499.5537,13,0,-471.4987
490,CF-2011-270855,31/12/2011,02/01/2012,Same Day,F-37292,Jim Mitchum,Consumer,United States,Fort Lauderdale,Florida,33301,Central,OL-60921,Office Supplies,Labels,Avery Color Coding Labels,2412.798,14,0.4,-749.9258
491,CW-2012-309580,27/09/2012,03/10/2012,Same Day,W-77194,Pete Kriz,Corporate,United States,Seattle,Washington,98101,South,OF-74175,Office Supplies,Fasteners,OIC Push Pins,1510.7664,6,0,652.731
492,CI-2014-586041,11/06/2014,13/06/2014,Same Day,I-54793,Rick Hansen,Consumer,United States,Chicago,Illinois,60601,Central,OP-98662,Office Supplies,Paper,Hammermill CopyPlus Copy Paper,1088.0943,7,0,-391.2373
493,CM-2011-982416,12/06/2011,19/06/2011,Same Day,M-49375,Irene Maddox,Corporate,United States,St. Louis,Missouri,63101,South,FC-42591,Furniture,Chairs,Global Push Button Managers Chair,1196.6404,3,0,340.2215
494,HI-2013-952308,17/11/2013,18/11/2013,Second Class,I-84511,Brosina Hoffman,Home Office,United States,Indianapolis,Indiana,46201,East,TP-43211,Technology,Phones,Samsung Galaxy S4,1279.0757,7,0,82.7005
495,CF-2012-429196,09/01/2012,16/01/2012,Same Day,F-49013,Darrin Van Huff,Consumer,United States,Fort Lauderdale,Florida,33301,West,OF-86966,Office Supplies,Fasteners,OIC Push Pins,985.4286,2,0.4,469.8084
496,CV-2012-554871,15/01/2012,16/01/2012,Standard Class,V-23936,Eric Hoffmann,Corporate,United States,Richmond,Virginia,23218,West,TP-80041,Technology,Phones,Motorola Smart Phone,1868.8382,10,0.2,881.3736
497,CNC-2014-478251,17/11/2014,21/11/2014,Same Day,NC-90837,Claire Gute,Consumer,United States,Charlotte,North Carolina,28201,South,FB-98316,Furniture,Bookcases,Sauder Classic Bookcase,2172.6074,12,0.5,-211.1775
498,CF-2011-252205,18/08/2011,25/08/2011,Second Class,F-95016,Alejandro Grove,Consumer,United States,Fort Lauderdale,Florida,33301,West,TP-95162,Technology,Phones,Samsung Galaxy S4,44.6337,4,0,-8.5148
499,CM-2011-608608,31/10/2011,04/11/2011,First Class,M-68361,Justin Ritter,Consumer,United States,Minneapolis,Minnesota,55401,South,FT-71799,Furniture,Tables,Chromcraft Bull-Nose Wood Table,1057.5887,2,0,531.3488
500,CO-2012-872882,14/11/2012,15/11/2012,Same Day,O-74972,Justin Ritter,Corporate,United States,Columbus,Ohio,43201,East,FT-85846,Furniture,Tables,Chromcraft Bull-Nose Wood Table,261.1455,14,0.4,151.3304
